0.0		6.856
0.0		8.910
0.0		7.459
0.0		10.580
0.0		9.244
0.0		11.988
0.0		11.790
0.0		5.679
0.0		17.021
0.0		11.514
0.0		8.872
0.0		8.195
0.0		8.789
0.0		2.980
0.0		13.584
0.0		6.220
0.0		4.456
0.0		7.527
0.0		8.239
0.0		9.749
0.0		10.107
0.0		10.862
0.0		5.867
0.0		5.505
0.0		8.948
0.0		8.837
0.0		6.570
0.0		8.257
1.0		21.272
1.0		7.253
1.0		10.984
1.0		15.313
1.0		18.602
1.0		10.914
1.0		9.416
1.0		10.726
1.0		22.865
1.0		15.799
1.0		18.555
1.0		21.797
1.0		15.177
1.0		11.068
1.0		19.663
1.0		23.117
1.0		21.242
1.0		10.291
1.0		16.686
1.0		20.683
1.0		18.853
1.0		18.040
1.0		16.390
1.0		18.223
1.0		18.604
1.0		20.397
1.0		14.204
1.0		16.381
1.0		24.336
1.0		14.652
1.0		12.220
1.0		26.579
1.0		20.069
1.0		12.651
1.0		24.828
1.0		11.302
1.0		17.351
1.0		12.402
1.0		18.577
1.0		17.093
1.0		10.535
1.0		20.831
1.0		22.498
1.0		24.325
1.0		17.137
1.0		16.443
1.0		15.910
1.0		11.349
1.0		16.424
1.0		17.477
1.0		10.974
1.0		11.508
1.0		9.455
1.0		18.495
1.0		20.658
1.0		15.562
1.0		21.187
1.0		19.730
1.0		18.171
1.0		21.876
1.0		17.757
1.0		10.940
1.0		19.671
1.0		8.703
1.0		19.122
1.0		14.053
1.0		16.462
1.0		19.821
1.0		20.354
1.0		13.048
1.0		-4.991
1.0		1.346
1.0		0.535
1.0		15.732
1.0		16.669
1.0		4.152
1.0		10.212
1.0		16.027
1.0		-1.703
1.0		31.234
1.0		24.432
1.0		19.067
1.0		19.157
1.0		11.520
1.0		23.936
1.0		27.421
1.0		14.518
1.0		8.403
AUC-ROC: 0.8766233766233766
AUC-PR: 0.9624621210934396
